"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1469","Verify Flash Call configuration with Auto Learn persists after refresh","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.monitors.FlashCallTest","Test","ui.configuration.security.monitors.FlashCallTest","shouldConfigureFlashCallWithAutoLearn"
"","1517","Verify cancelling SQL Injection configuration restores previous values","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.monitors.SQLInjectionTest","Test","ui.configuration.security.monitors.SQLInjectionTest","shouldCancelConfiguration"
"","807","Verify malicious user agent search returns matching result","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.endDevices.MaliciousUserAgentTest","Test","ui.configuration.security.endDevices.MaliciousUserAgentTest","searchUserAgent"
"","1420","Verify cancelling Wangiri Fraud configuration restores previous values","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.monitors.WangiriFraudTest","Test","ui.configuration.security.monitors.WangiriFraudTest","shouldCancelConfiguration"
"","12932","Verify all UC Application Security checkboxes can be deselected and applied","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.UCApplicationSecurityTest","Test","ui.configuration.security.UCApplicationSecurityTest","uncheckAllCheckboxesAndApply"
"","1458","Verify all banned IP addresses can be deleted successfully","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.banned.BannedIPAddressTest","Test","ui.configuration.security.banned.BannedIPAddressTest","deleteAll"
"","1923","Verify safelist number can be added successfully","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.safelist.SafelistNumbersTest","Test","ui.configuration.security.safelist.SafelistNumbersTest","addNumber"
"","67182","Verify Update button repopulates DNO Numbers data","UI Regression","2026-08-12","broken","2026-08-12","ui.configuration.security.dno.DNONumbersTest","Test","ui.configuration.security.dno.DNONumbersTest","verifyUpdateButton"
"","2124","Verify safelist user agent can be added successfully","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.safelist.SafelistUserAgentTest","Test","ui.configuration.security.safelist.SafelistUserAgentTest","addUserAgent"
"","100","Verify multiple banned countries are displayed in the table","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.banned.BannedCountriesTest","Test","ui.configuration.security.banned.BannedCountriesTest","verifyMultipleCountryRule"
"","1730","Verify cancelling Flash Call configuration restores previous values","UI Regression","2026-08-12","passed","2026-08-12","ui.configuration.security.monitors.FlashCallTest","Test","ui.configuration.security.monitors.FlashCallTest","shouldCancelFlashCallConfiguration"
"","11819","Verify validation message is displayed when required fields are not provided","UI Regression","2026-08-12","broken","2026-08-12","ui.configuration.security.botnet.RoboCallsTest","Test","ui.configuration.security.botnet.RoboCallsTest","requiredFieldValidation"
